Manufacturer,Model,Type,Min.Price,Price,Max.Price,MPG.city,MPG.highway,AirBags,RPM,EngineSize
Hyundai,Model_6216,Sport,26.7,14.7,29.5,18,34,Driver & Passenger,5256,4.0
Toyota,Model_6217,Sport,32.3,30.3,12.6,21,38,None,5018,2.8
Mercedes-Benz,Model_6218,SUV,32.5,15.6,54.7,29,38,Driver & Passenger,4648,1.5
Ford,Model_6219,Compact,37.8,21.0,62.7,35,26,None,5246,2.3
Ford,Model_6220,Midsize,31.8,16.0,27.3,30,41,Driver & Passenger,5373,2.0
Mercedes-Benz,Model_6221,SUV,10.9,14.9,17.9,20,37,Driver & Passenger,5971,4.4
Mercedes-Benz,Model_6222,Sport,21.0,49.7,62.5,19,45,Driver & Passenger,4945,1.9
BMW,Model_6223,Large,44.6,40.3,51.2,30,31,Driver & Passenger,6059,3.0
Hyundai,Model_6224,SUV,15.7,51.6,59.2,15,27,Driver & Passenger,4218,3.6
Honda,Model_6225,Compact,29.9,39.0,31.1,29,47,Driver & Passenger,4852,1.2
Mercedes-Benz,Model_6226,Sport,39.3,48.0,37.7,34,40,None,4304,1.6
Volkswagen,Model_6227,SUV,29.9,35.0,61.3,19,42,None,5711,4.1
Kia,Model_6228,Midsize,22.1,30.8,36.4,27,22,Driver & Passenger,4245,2.4
Mercedes-Benz,Model_6229,Compact,11.4,33.8,47.6,28,34,Driver only,4182,3.8
Chevrolet,Model_6230,Midsize,21.7,24.4,49.4,16,29,Driver & Passenger,4488,4.0
Chevrolet,Model_6231,Midsize,15.1,39.6,56.4,16,40,None,4514,3.6
Chevrolet,Model_6232,Midsize,43.6,50.4,63.7,33,47,Driver & Passenger,4215,3.3
BMW,Model_6233,SUV,34.6,45.2,29.7,33,38,Driver & Passenger,5247,3.0
Lexus,Model_6234,Compact,35.9,30.8,25.1,26,31,Driver & Passenger,5124,2.6
Mazda,Model_6235,SUV,24.4,52.9,16.1,37,22,Driver & Passenger,4887,1.6
Volkswagen,Model_6236,SUV,12.5,54.3,57.4,31,47,None,5607,4.9
Audi,Model_6237,SUV,18.2,32.2,27.5,16,33,Driver & Passenger,6402,3.6
Lexus,Model_6238,Sport,18.0,48.9,14.6,25,36,Driver only,4662,1.8
Honda,Model_6239,Van,26.3,10.2,57.9,31,46,Driver & Passenger,5743,4.3
Volkswagen,Model_6240,Small,25.3,13.0,39.0,28,22,Driver & Passenger,5736,4.3
Subaru,Model_6241,Sport,24.3,11.0,56.4,23,26,Driver only,4825,4.0
Honda,Model_6242,Compact,26.6,44.8,41.4,33,46,Driver & Passenger,4529,1.5
Volkswagen,Model_6243,Small,44.5,13.6,28.6,33,44,Driver & Passenger,4624,1.1
Kia,Model_6244,Small,19.4,10.8,18.9,15,36,None,6229,3.8
Hyundai,Model_6245,Small,31.0,16.6,35.2,19,34,Driver only,4485,1.8
Volkswagen,Model_6246,Van,17.2,23.8,13.4,33,39,None,6367,4.4
Volkswagen,Model_6247,SUV,25.5,30.9,43.9,16,29,Driver & Passenger,5060,3.7
Lexus,Model_6248,Large,15.8,12.9,34.7,28,26,None,5134,2.5
Volkswagen,Model_6249,Compact,28.9,32.5,19.5,33,41,Driver & Passenger,6017,3.0
Ford,Model_6250,Van,18.2,21.2,40.1,22,39,Driver only,5774,3.0
Lexus,Model_6251,Van,9.8,22.3,54.4,31,46,Driver & Passenger,5861,2.5
Toyota,Model_6252,Large,38.3,47.0,63.7,16,22,None,4205,1.7
Hyundai,Model_6253,Small,13.2,54.4,40.0,31,41,Driver only,5384,5.0
Subaru,Model_6254,SUV,21.9,30.9,18.9,22,34,Driver & Passenger,5367,4.0
Hyundai,Model_6255,Large,25.9,24.5,55.0,28,39,Driver only,4352,1.6
Subaru,Model_6256,Large,24.3,51.9,48.9,31,24,Driver & Passenger,5833,1.1
Ford,Model_6257,Van,35.0,32.5,62.6,20,21,Driver & Passenger,4881,2.4
Mercedes-Benz,Model_6258,Compact,30.3,42.9,40.4,25,28,Driver & Passenger,5564,3.2
Mazda,Model_6259,Midsize,19.3,28.6,30.9,22,37,Driver & Passenger,4372,4.8
Hyundai,Model_6260,SUV,10.4,19.1,63.0,27,32,Driver & Passenger,6193,1.5
Hyundai,Model_6261,Large,36.5,39.5,40.5,22,39,Driver & Passenger,5948,2.8
Honda,Model_6262,SUV,21.4,39.9,12.8,21,43,None,5065,1.7
Mazda,Model_6263,Large,41.0,30.7,37.1,17,26,Driver & Passenger,5246,1.3
Hyundai,Model_6264,Small,22.9,22.1,12.1,16,23,Driver only,6255,3.4
Kia,Model_6265,SUV,34.7,47.4,51.1,26,27,Driver & Passenger,5749,1.4
Kia,Model_6266,Small,42.8,22.4,42.0,18,46,Driver only,6049,3.9
Nissan,Model_6267,Van,32.3,39.7,17.8,19,25,None,4562,3.2
Mercedes-Benz,Model_6268,Small,23.6,27.3,55.1,30,43,Driver only,4910,1.9
Lexus,Model_6269,SUV,29.2,31.3,40.4,16,23,Driver only,5383,4.2
Audi,Model_6270,Sport,28.3,19.5,18.0,27,24,Driver only,5676,3.8
Kia,Model_6271,SUV,29.8,39.2,20.5,18,39,Driver & Passenger,6229,3.5
Honda,Model_6272,Large,13.9,20.2,55.6,19,42,Driver only,4383,1.9
Toyota,Model_6273,Small,34.0,31.9,30.8,26,39,Driver only,6156,3.8
Chevrolet,Model_6274,Compact,13.8,24.8,55.5,29,40,Driver only,4586,3.2
Nissan,Model_6275,Sport,9.0,53.4,15.7,19,28,Driver & Passenger,5952,3.1
Chevrolet,Model_6276,Van,31.3,54.2,24.9,19,27,Driver only,4589,1.5
Subaru,Model_6277,Midsize,12.8,43.9,52.5,30,21,Driver & Passenger,5633,1.5
Mercedes-Benz,Model_6278,Large,36.6,54.3,46.0,23,26,Driver & Passenger,4643,1.1
Volkswagen,Model_6279,Large,40.1,15.1,28.3,29,47,Driver & Passenger,4363,2.0
Audi,Model_6280,Compact,43.0,54.7,61.6,18,37,None,5177,3.0
Subaru,Model_6281,Midsize,32.8,14.7,23.2,31,29,Driver & Passenger,5664,2.4
Hyundai,Model_6282,Midsize,26.1,28.7,57.0,15,22,Driver & Passenger,4001,3.9
Hyundai,Model_6283,Van,21.4,20.8,48.9,30,36,Driver only,5564,2.6
Subaru,Model_6284,Van,26.4,52.9,18.4,37,21,Driver & Passenger,6037,1.4
BMW,Model_6285,Sport,15.4,38.6,41.4,34,22,Driver & Passenger,4380,3.9
Mercedes-Benz,Model_6286,Large,21.2,36.9,61.3,31,24,Driver & Passenger,4989,1.7
Kia,Model_6287,Small,34.7,54.9,44.8,18,32,Driver & Passenger,4827,2.3
Toyota,Model_6288,Van,16.4,37.6,40.0,37,32,Driver & Passenger,4780,3.0
Audi,Model_6289,Compact,18.1,39.1,31.4,27,25,Driver only,4509,3.2
Hyundai,Model_6290,Compact,35.9,12.0,53.8,22,33,Driver & Passenger,5614,2.2
Chevrolet,Model_6291,Compact,15.0,48.7,60.4,32,42,Driver & Passenger,5237,2.8
Nissan,Model_6292,SUV,17.5,53.7,51.9,27,24,Driver only,5816,1.3
Kia,Model_6293,Van,9.1,53.2,50.4,23,40,Driver & Passenger,5677,1.6
Honda,Model_6294,Van,34.8,19.9,22.2,19,46,None,4621,3.4
Kia,Model_6295,Compact,31.1,20.2,56.2,25,43,Driver & Passenger,4597,1.0
Nissan,Model_6296,Van,33.8,26.5,14.2,28,20,Driver only,5238,1.7
Nissan,Model_6297,SUV,16.3,24.0,52.1,32,28,Driver & Passenger,4508,3.5
BMW,Model_6298,Small,33.6,23.8,23.2,32,22,None,4422,1.9
Lexus,Model_6299,Small,30.3,37.2,37.8,34,46,None,5668,4.3
Kia,Model_6300,Sport,21.9,46.3,48.8,30,25,Driver & Passenger,5757,2.6
Subaru,Model_6301,Large,24.5,52.2,52.2,18,23,Driver only,4454,3.9
Kia,Model_6302,Small,29.2,13.1,59.1,33,21,None,5469,4.5
Mercedes-Benz,Model_6303,Sport,26.5,22.5,27.0,19,35,Driver & Passenger,6300,2.8
Mercedes-Benz,Model_6304,Midsize,31.9,21.5,23.9,16,25,Driver only,4158,3.7
Volkswagen,Model_6305,Large,15.1,26.1,64.8,31,33,Driver & Passenger,4757,4.4
BMW,Model_6306,Small,28.2,29.1,23.0,18,29,Driver & Passenger,4284,2.0
Mazda,Model_6307,SUV,24.9,27.5,47.3,20,43,Driver & Passenger,5074,4.5
Mazda,Model_6308,Midsize,25.3,52.8,62.5,36,23,Driver & Passenger,6008,4.4
Volkswagen,Model_6309,Sport,25.6,29.7,59.5,32,43,Driver only,4716,1.2
Hyundai,Model_6310,Small,40.7,34.8,35.5,20,26,Driver only,5908,2.9
Mazda,Model_6311,Small,38.4,43.7,45.8,34,36,None,5016,1.4
Mercedes-Benz,Model_6312,Van,31.5,42.6,40.0,29,24,Driver & Passenger,6126,4.5
Volkswagen,Model_6313,Midsize,34.7,36.2,30.4,15,33,Driver only,5885,2.0
Ford,Model_6314,Small,10.1,48.7,19.7,31,35,Driver & Passenger,4966,2.5
Lexus,Model_6315,Compact,35.7,38.1,54.6,16,27,Driver & Passenger,4836,4.8
Lexus,Model_6316,SUV,26.2,49.4,16.8,18,35,Driver only,6061,3.2
Subaru,Model_6317,Van,20.1,23.6,44.3,17,25,Driver & Passenger,4093,4.7
Kia,Model_6318,Van,13.6,15.9,43.5,35,44,Driver & Passenger,5046,2.8
Subaru,Model_6319,Small,11.2,46.9,29.7,17,30,None,6391,4.9
Volkswagen,Model_6320,SUV,10.1,27.2,19.2,28,42,Driver & Passenger,5428,4.8
Hyundai,Model_6321,Van,14.4,39.3,54.4,34,21,Driver & Passenger,4925,1.1
Toyota,Model_6322,Large,9.6,43.2,36.5,22,20,Driver only,4364,2.6
Kia,Model_6323,Midsize,35.2,24.7,50.4,22,47,Driver & Passenger,6471,4.8
Ford,Model_6324,Large,17.6,32.7,12.9,23,28,None,4093,4.3
Ford,Model_6325,Sport,22.0,50.3,15.9,32,24,Driver & Passenger,5557,1.8
Subaru,Model_6326,Large,38.5,49.6,21.3,21,21,Driver & Passenger,4385,4.5
Chevrolet,Model_6327,SUV,12.7,43.7,18.0,24,46,Driver & Passenger,4918,1.8
Kia,Model_6328,Compact,39.0,44.3,22.2,15,33,None,5641,4.7
Audi,Model_6329,Van,31.8,50.4,48.4,18,39,Driver & Passenger,6237,1.3
Ford,Model_6330,SUV,21.0,43.1,14.5,34,45,Driver & Passenger,4154,4.8
Lexus,Model_6331,Van,12.8,25.3,14.0,18,32,Driver & Passenger,6017,1.3
Toyota,Model_6332,Compact,11.8,15.4,13.7,37,31,Driver only,5482,1.9
Lexus,Model_6333,Van,20.7,29.0,49.0,28,41,Driver & Passenger,4732,3.3
BMW,Model_6334,Large,13.6,13.9,40.4,19,28,Driver & Passenger,4036,1.8
Hyundai,Model_6335,Sport,18.3,15.2,31.6,19,43,Driver & Passenger,6373,2.6
Hyundai,Model_6336,Small,10.4,52.8,47.8,33,25,Driver & Passenger,6067,1.7
Chevrolet,Model_6337,Compact,30.2,40.4,41.3,35,23,Driver only,4941,3.2
BMW,Model_6338,Large,13.8,48.3,12.4,19,29,None,5893,3.4
Chevrolet,Model_6339,SUV,36.1,38.9,56.4,25,24,None,6426,1.9
Lexus,Model_6340,Large,16.5,28.8,30.6,16,46,None,5353,2.2
Mercedes-Benz,Model_6341,Large,37.6,11.1,33.2,29,46,Driver & Passenger,5771,4.0
Toyota,Model_6342,Small,15.4,53.0,53.5,28,23,None,5338,1.3
Lexus,Model_6343,Midsize,34.8,13.2,21.9,28,39,None,5695,2.8
Mercedes-Benz,Model_6344,Van,20.7,37.5,12.5,22,43,Driver & Passenger,5241,2.2
Subaru,Model_6345,Van,29.8,14.6,60.2,34,23,Driver & Passenger,4463,2.6
Nissan,Model_6346,SUV,9.9,22.8,38.8,22,32,None,6441,4.3
Kia,Model_6347,Sport,26.6,18.4,30.5,19,35,Driver & Passenger,5168,4.9
Lexus,Model_6348,SUV,13.9,34.9,55.4,19,30,Driver & Passenger,6285,1.7
Mercedes-Benz,Model_6349,Midsize,26.3,49.9,13.4,28,38,Driver only,5914,1.2
Volkswagen,Model_6350,Van,13.7,38.6,22.7,19,37,Driver & Passenger,4643,1.8
Honda,Model_6351,Sport,24.5,39.9,20.2,23,45,Driver & Passenger,5212,4.5
Audi,Model_6352,SUV,12.5,50.9,51.1,36,20,Driver & Passenger,6251,4.5
BMW,Model_6353,Sport,16.5,43.7,28.5,25,40,Driver & Passenger,4161,2.1
Kia,Model_6354,Large,30.2,49.0,53.0,31,23,None,5357,2.3
Audi,Model_6355,Compact,44.1,28.7,14.2,26,45,Driver only,5175,3.7
Nissan,Model_6356,Large,24.9,48.9,44.2,26,28,Driver & Passenger,4855,2.4
Hyundai,Model_6357,Small,33.6,39.1,28.9,30,28,None,5617,4.6
Hyundai,Model_6358,Van,28.2,16.1,21.9,15,30,Driver & Passenger,5560,4.2
Honda,Model_6359,Sport,26.7,11.7,55.3,32,24,Driver & Passenger,4344,2.4
Audi,Model_6360,SUV,10.9,21.0,33.8,20,40,Driver & Passenger,4104,4.9
Audi,Model_6361,Compact,13.8,27.0,42.3,19,25,Driver & Passenger,6328,4.0
BMW,Model_6362,SUV,40.7,47.7,13.8,32,39,Driver & Passenger,4157,4.0
Mazda,Model_6363,Van,23.5,43.4,54.0,27,25,None,4950,4.8
Honda,Model_6364,Sport,30.9,53.0,27.2,20,27,Driver & Passenger,4600,2.7
Kia,Model_6365,Sport,27.8,35.2,48.8,21,47,Driver only,4919,1.2
Nissan,Model_6366,Large,22.3,43.6,52.3,17,40,Driver only,6279,5.0
Honda,Model_6367,Compact,22.7,22.4,18.2,25,43,Driver only,4422,4.7
Subaru,Model_6368,Compact,28.8,40.6,27.7,22,43,Driver & Passenger,4204,4.9
Toyota,Model_6369,Van,13.7,41.8,50.3,18,38,Driver & Passenger,4769,2.9
Subaru,Model_6370,Sport,22.6,48.2,24.3,24,41,Driver & Passenger,6199,1.7
Mazda,Model_6371,Compact,24.8,34.1,57.0,23,20,Driver only,4476,1.8
Toyota,Model_6372,Compact,44.5,39.2,28.5,37,24,Driver & Passenger,4358,2.9
Nissan,Model_6373,SUV,21.3,19.1,33.3,27,42,Driver & Passenger,5232,3.7
Hyundai,Model_6374,Van,32.0,43.2,17.3,33,40,Driver only,4523,2.9
BMW,Model_6375,Large,13.5,47.7,19.8,29,38,Driver & Passenger,6190,2.6
BMW,Model_6376,SUV,10.9,36.7,26.6,19,21,Driver & Passenger,5524,4.9
Mercedes-Benz,Model_6377,SUV,40.3,15.2,14.6,27,47,None,4059,3.6
Nissan,Model_6378,Midsize,35.2,24.1,22.2,26,35,None,6367,2.6
Chevrolet,Model_6379,Small,20.1,31.4,33.7,23,21,None,4897,3.8
Hyundai,Model_6380,Midsize,26.9,40.5,32.1,22,28,Driver only,4965,4.2
Nissan,Model_6381,Compact,13.5,24.4,22.5,23,37,Driver only,6211,2.5
Subaru,Model_6382,Sport,34.3,47.8,16.3,35,35,Driver & Passenger,5238,2.9
Mazda,Model_6383,Small,11.1,26.7,28.9,27,26,Driver & Passenger,6316,3.6
Lexus,Model_6384,Small,36.1,11.9,51.5,23,28,Driver & Passenger,4887,3.6
Ford,Model_6385,Sport,28.5,45.7,39.0,20,31,Driver & Passenger,5796,1.7
BMW,Model_6386,Small,18.7,39.0,62.2,20,38,Driver & Passenger,5471,3.0
Hyundai,Model_6387,Sport,40.0,46.1,19.4,25,42,Driver only,5062,2.0
Mazda,Model_6388,Small,44.5,25.7,23.0,24,20,Driver & Passenger,4674,4.7
Lexus,Model_6389,SUV,17.8,10.8,26.9,28,47,Driver only,5976,3.0
Volkswagen,Model_6390,Van,37.9,13.3,12.7,20,25,Driver & Passenger,5576,4.1
Mazda,Model_6391,Van,35.9,15.0,62.0,21,46,Driver & Passenger,6220,1.2
Mazda,Model_6392,Midsize,35.8,46.2,35.6,23,21,Driver only,4161,2.5
Hyundai,Model_6393,SUV,43.4,23.6,37.5,17,45,None,4381,1.6
Mercedes-Benz,Model_6394,Small,26.3,54.9,20.4,26,36,Driver & Passenger,5753,2.6
Audi,Model_6395,Large,33.1,44.1,58.3,30,40,None,4809,4.2
Mazda,Model_6396,Sport,38.6,37.1,48.7,27,33,Driver only,5898,4.7
Mercedes-Benz,Model_6397,SUV,26.0,54.3,34.9,20,32,Driver & Passenger,6064,4.7
BMW,Model_6398,Small,26.1,24.2,58.5,27,41,Driver & Passenger,5136,1.5
Ford,Model_6399,Van,20.1,17.5,60.0,19,30,Driver & Passenger,6082,2.2
Ford,Model_6400,Van,37.0,43.2,14.6,18,35,None,5227,3.6
Mazda,Model_6401,Sport,33.5,22.5,18.3,22,37,Driver & Passenger,5186,1.8
Volkswagen,Model_6402,Large,25.0,53.2,13.5,17,39,Driver only,4356,1.2
Toyota,Model_6403,Small,23.8,54.5,42.8,16,22,Driver only,4261,4.8
BMW,Model_6404,Small,11.1,51.7,23.6,34,20,Driver & Passenger,5459,2.3
Mercedes-Benz,Model_6405,Large,8.7,52.5,56.8,33,33,Driver only,6121,2.7
BMW,Model_6406,Large,27.8,37.7,36.7,21,36,Driver & Passenger,4406,2.1
Volkswagen,Model_6407,Large,23.7,41.1,56.4,26,22,None,6163,2.3
Honda,Model_6408,Van,37.6,14.2,41.4,18,31,Driver & Passenger,5194,4.9
Subaru,Model_6409,Sport,28.3,44.3,54.2,24,21,Driver & Passenger,5460,1.8
Volkswagen,Model_6410,SUV,42.7,19.1,31.7,23,21,Driver & Passenger,5608,3.0
Mercedes-Benz,Model_6411,Large,15.7,47.8,62.1,26,31,None,5217,3.6
Hyundai,Model_6412,Sport,44.6,53.3,47.4,25,45,Driver & Passenger,4417,1.9
Volkswagen,Model_6413,Midsize,19.4,19.6,43.6,35,40,Driver & Passenger,5489,3.9
Mercedes-Benz,Model_6414,Small,31.9,13.5,30.7,33,24,Driver & Passenger,5690,3.7
Kia,Model_6415,Small,26.8,31.8,61.7,16,47,Driver & Passenger,4747,4.8
Chevrolet,Model_6416,Compact,21.6,45.6,29.9,20,42,None,4447,2.8
Mercedes-Benz,Model_6417,Midsize,13.6,44.7,56.3,20,35,Driver & Passenger,5211,2.5
Volkswagen,Model_6418,SUV,13.4,41.4,33.4,15,24,Driver only,4208,2.4
Chevrolet,Model_6419,Large,34.5,46.9,52.7,21,22,None,5096,2.5
Hyundai,Model_6420,Large,22.3,17.9,60.3,26,45,Driver & Passenger,4095,1.2
Hyundai,Model_6421,SUV,43.6,39.3,36.7,35,25,Driver & Passenger,5546,1.9
Mercedes-Benz,Model_6422,Van,20.4,37.3,39.9,37,38,Driver only,4050,1.5
Mercedes-Benz,Model_6423,Midsize,44.4,16.9,29.5,26,31,None,4562,4.5
Toyota,Model_6424,Large,16.0,28.6,14.9,34,27,Driver & Passenger,5583,1.2
Chevrolet,Model_6425,Compact,12.3,48.4,46.6,35,25,Driver & Passenger,4132,2.5
Honda,Model_6426,Sport,19.9,53.7,18.3,37,33,Driver & Passenger,4841,1.9
Volkswagen,Model_6427,Small,40.8,39.9,30.8,20,42,Driver & Passenger,5896,3.6
Volkswagen,Model_6428,Midsize,27.5,51.5,30.5,28,22,Driver & Passenger,5361,2.3
Nissan,Model_6429,Small,13.5,15.9,20.0,31,30,Driver & Passenger,4886,1.1
Chevrolet,Model_6430,Sport,15.9,53.9,47.3,31,26,Driver & Passenger,5046,4.6
BMW,Model_6431,Midsize,19.9,11.5,21.3,32,28,Driver & Passenger,4485,3.5
Volkswagen,Model_6432,Sport,30.0,33.7,53.3,27,43,Driver & Passenger,4086,1.0
Lexus,Model_6433,Large,20.6,23.1,25.2,27,30,Driver & Passenger,5071,3.7
Hyundai,Model_6434,SUV,35.8,46.6,27.2,25,32,Driver & Passenger,5890,1.9
Subaru,Model_6435,Large,31.0,19.8,30.2,17,37,None,5848,4.9
Nissan,Model_6436,SUV,40.4,10.5,20.1,31,29,Driver only,4672,2.8
Chevrolet,Model_6437,Large,26.8,28.7,35.0,16,45,Driver & Passenger,6496,1.9
BMW,Model_6438,Sport,20.6,12.9,16.3,16,21,Driver & Passenger,4517,1.1
BMW,Model_6439,Sport,44.9,23.1,34.6,21,26,Driver & Passenger,5684,1.2
Hyundai,Model_6440,Sport,21.5,39.0,30.0,36,34,Driver & Passenger,5348,1.2
Lexus,Model_6441,Small,24.1,23.3,29.9,24,29,Driver only,4474,1.1
Mazda,Model_6442,Sport,38.0,21.1,47.0,28,31,Driver only,5529,3.2
Ford,Model_6443,Large,11.7,17.0,52.8,35,39,Driver & Passenger,4491,4.4
Toyota,Model_6444,Compact,22.6,16.1,30.9,33,44,Driver & Passenger,4645,2.4
Honda,Model_6445,Sport,11.6,33.7,25.9,31,41,Driver & Passenger,4807,2.4
Audi,Model_6446,Compact,13.6,40.7,38.2,30,28,Driver & Passenger,4152,1.4
Hyundai,Model_6447,SUV,8.7,30.4,53.7,31,46,Driver only,4701,1.0
Volkswagen,Model_6448,Large,8.8,15.6,46.2,32,38,Driver & Passenger,4078,4.8
Kia,Model_6449,Sport,22.4,39.1,14.0,25,41,Driver & Passenger,5455,2.8
Chevrolet,Model_6450,Small,38.0,35.1,37.4,33,25,None,6469,3.9
Chevrolet,Model_6451,Small,29.9,27.2,64.5,25,43,Driver only,4529,4.5
Nissan,Model_6452,SUV,31.7,24.9,30.7,24,42,None,5922,1.4
Nissan,Model_6453,Compact,27.5,18.2,35.4,28,38,Driver & Passenger,5112,2.1
Mercedes-Benz,Model_6454,Van,38.4,16.6,27.2,28,20,None,5890,3.0
Kia,Model_6455,Small,40.6,25.2,38.4,24,21,Driver & Passenger,4876,2.2
Chevrolet,Model_6456,Small,39.5,11.9,20.5,35,34,Driver & Passenger,4874,1.2
Hyundai,Model_6457,Small,38.1,29.6,25.1,37,30,Driver & Passenger,6078,4.6
Honda,Model_6458,Large,15.2,37.1,49.7,18,45,Driver & Passenger,5663,2.0
Mercedes-Benz,Model_6459,Small,30.2,52.4,19.3,24,37,Driver & Passenger,6404,1.3
Mercedes-Benz,Model_6460,Midsize,29.7,38.2,61.1,20,20,Driver & Passenger,5208,2.7
Hyundai,Model_6461,Sport,27.8,38.1,28.3,36,23,Driver & Passenger,4310,4.2
Chevrolet,Model_6462,SUV,26.0,26.8,42.5,25,41,Driver & Passenger,6416,1.7
Volkswagen,Model_6463,Small,11.8,16.0,29.1,32,23,None,4330,2.7
Ford,Model_6464,Van,12.2,30.1,37.3,20,23,Driver & Passenger,4998,1.7
Kia,Model_6465,Van,41.4,36.9,59.9,35,46,Driver only,4356,4.3
Mercedes-Benz,Model_6466,Small,31.5,42.6,15.6,29,44,Driver & Passenger,6146,3.1
Volkswagen,Model_6467,Small,18.1,47.2,57.4,20,37,Driver & Passenger,4250,3.3
Hyundai,Model_6468,Midsize,18.7,21.5,41.6,34,20,Driver only,4295,4.0
Honda,Model_6469,Small,30.8,20.9,47.2,15,26,Driver & Passenger,6455,4.8
Chevrolet,Model_6470,Small,23.4,35.4,15.0,23,33,Driver only,6406,1.4
Audi,Model_6471,Sport,24.6,35.5,52.4,28,35,None,5032,4.4
Mazda,Model_6472,Van,10.7,19.8,18.8,17,34,Driver & Passenger,4633,2.9
Volkswagen,Model_6473,Midsize,13.6,36.4,63.1,15,24,Driver only,6346,3.6
Lexus,Model_6474,Van,22.9,25.6,54.4,28,32,Driver & Passenger,5888,4.4
Ford,Model_6475,Midsize,34.0,38.8,38.1,28,24,Driver & Passenger,4724,2.3
Audi,Model_6476,Van,10.3,23.1,61.0,18,37,Driver & Passenger,4973,4.5
Subaru,Model_6477,Small,20.7,36.7,21.0,28,41,Driver only,4561,3.5
Nissan,Model_6478,Van,33.9,44.6,64.6,37,24,Driver only,5366,2.1
Hyundai,Model_6479,Van,37.4,54.1,50.0,18,24,None,5173,4.7
Volkswagen,Model_6480,Midsize,15.4,51.0,17.2,25,25,None,4602,1.2
Nissan,Model_6481,SUV,35.2,32.7,40.4,34,33,Driver & Passenger,5033,3.4
Chevrolet,Model_6482,Compact,43.4,32.0,49.7,23,21,None,5233,1.1
Nissan,Model_6483,Midsize,41.6,29.7,44.5,25,34,Driver & Passenger,6007,1.3
Subaru,Model_6484,Midsize,37.3,11.2,34.5,29,35,Driver only,5053,1.4
Ford,Model_6485,Midsize,34.5,17.5,25.2,20,24,Driver & Passenger,5492,4.6
Honda,Model_6486,Large,17.1,12.7,24.6,26,46,Driver & Passenger,6197,3.2
BMW,Model_6487,SUV,31.6,41.3,61.1,27,35,None,6139,2.0
Toyota,Model_6488,Large,32.0,28.6,24.4,32,20,Driver & Passenger,4712,2.6
Kia,Model_6489,Large,23.3,12.9,63.0,37,27,None,4363,4.4
Honda,Model_6490,Midsize,26.5,41.1,23.1,37,20,Driver & Passenger,4296,3.3
BMW,Model_6491,Compact,33.8,39.0,32.4,28,26,Driver & Passenger,5512,1.1
Hyundai,Model_6492,Midsize,43.3,42.4,12.7,25,25,Driver only,4580,4.5
Lexus,Model_6493,Small,19.3,37.0,59.9,16,27,Driver & Passenger,4653,3.2
Volkswagen,Model_6494,Compact,17.5,17.3,17.5,33,24,Driver & Passenger,5037,1.8
Volkswagen,Model_6495,Large,30.5,12.8,30.9,16,46,Driver only,4686,3.9
Mercedes-Benz,Model_6496,Van,13.3,46.8,56.7,31,34,Driver & Passenger,6406,3.1
Ford,Model_6497,Van,29.8,19.7,54.0,37,41,Driver & Passenger,5603,1.8
Volkswagen,Model_6498,SUV,11.7,34.4,56.6,22,39,Driver & Passenger,4932,3.6
Audi,Model_6499,Sport,26.4,31.8,60.4,19,45,Driver & Passenger,5064,3.6
BMW,Model_6500,SUV,31.1,51.4,60.3,25,45,None,4086,4.8
Ford,Model_6501,Compact,11.1,34.9,52.8,34,35,None,4840,2.1
Mazda,Model_6502,Large,16.1,36.1,42.9,15,36,None,5098,3.2
Audi,Model_6503,Compact,20.7,24.4,41.8,34,30,Driver & Passenger,6002,2.3
Volkswagen,Model_6504,Compact,22.0,53.1,12.7,30,42,Driver & Passenger,5838,2.2
Nissan,Model_6505,Van,33.2,37.6,50.3,19,21,None,6187,3.0
Subaru,Model_6506,Midsize,27.8,10.2,24.0,30,20,Driver only,4130,3.9
Nissan,Model_6507,Small,22.4,35.0,55.9,19,36,None,4925,3.4
Audi,Model_6508,Sport,24.9,26.4,41.4,24,20,Driver only,5390,1.5
Hyundai,Model_6509,Large,9.0,11.4,64.3,23,21,None,6226,4.7
Volkswagen,Model_6510,Compact,36.6,29.4,23.1,36,47,Driver only,4866,3.8
Hyundai,Model_6511,Sport,10.0,44.8,50.3,33,36,Driver & Passenger,4810,3.3
Hyundai,Model_6512,Compact,38.8,32.7,41.0,17,23,Driver only,6453,1.6
Hyundai,Model_6513,Van,28.2,38.8,61.4,23,31,Driver & Passenger,5288,1.5
BMW,Model_6514,Small,27.8,38.8,26.1,36,29,None,6395,2.2
Kia,Model_6515,Van,34.2,40.2,15.2,34,29,Driver & Passenger,4230,4.7
BMW,Model_6516,Sport,39.9,27.4,40.8,22,34,Driver only,4976,1.6
Chevrolet,Model_6517,Large,42.9,26.7,39.6,18,30,Driver & Passenger,5347,3.6
Toyota,Model_6518,Compact,28.3,10.2,28.5,25,26,Driver & Passenger,4056,3.6
Audi,Model_6519,Small,14.0,16.9,64.3,18,29,None,5286,1.4
Honda,Model_6520,Van,40.6,52.8,15.7,26,38,Driver & Passenger,6101,3.8
Toyota,Model_6521,Sport,10.0,47.9,42.2,37,44,Driver & Passenger,6468,2.9
Hyundai,Model_6522,Van,38.0,22.4,25.8,21,37,Driver & Passenger,6001,3.0
Mazda,Model_6523,Compact,33.3,28.1,12.1,22,21,Driver & Passenger,4058,1.0
Subaru,Model_6524,Compact,41.5,52.3,64.4,24,26,None,6477,4.6
